MOL_ID,molecule_ID,molecule_name,mw,hdon,hacc,alogp,halflife,ob,caco2,bbb,dl,FASA,tpsa,rbn
MOL011615,11615,"(1R,4S)-Iso-dihydrocarvone",152.260,0,1,2.401,11.476368,60.8513195127,1.34254,1.71584,0.029612,0.29383045,17.07,1
MOL011616,11616,Fortunellin,592.600,7,14,-0.178,14.193353,35.6541428358,-1.63121,-2.75053,0.73795,0.26023185,217.97,7
MOL011617,11617,"(1S,2R)-1-(3,4-dihydroxyphenyl)-6,7-dihydroxy-1,2-dihydronaphthalene-2,3-dicarboxylic acid",358.320,6,8,1.837,,17.5343632759,-0.68227,-1.45740,0.39786,0.42022216,155.52,3
MOL011618,11618,"cis-Ocimene, 8-oxo-",150.240,0,1,2.800,2.502923,45.6877741186,1.44160,1.72362,0.02082,0.35291615,17.07,4
MOL011619,11619,"1-[2-(3,4- dihydroxyphenyl)-1-methoxycarbonyl]ethoxycarbonyl-2-(3,4- dihydroxyphenyl)-3-[2-(3,4- dihydroxyphenyl)-1-carboxy] ethoxycarbonyl-7,8- dihydroxy-1,2-dihydronaphthalene",718.660,10,16,4.475,,3.01372069231,-1.75872,-2.66949,0.43922,0.39278966,289.04,13
MOL011620,11620,Eriocitrin,596.590,9,15,-0.733,,4.51602149107,-2.23076,-3.16725,0.70035,0.32716534,245.29,6
MOL011621,11621,"5-hydroxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2-yl]oxy-chromone",578.570,8,14,-0.429,,7.860677883,-1.83309,-2.90517,0.74522,0.31184274,228.97,6
MOL011623,11623,"1-[2-(3,4-dihydroxyphenyl)-1-carboxy]ethoxycarbonyl-2-(3,4-dihydroxyphenyl)-3-[2-(3,4-dihydroxyphenyl)-1-methoxycarbonyl]ethoxycarbonyl-7,8-dihydrox-1,2-dihydronaphthalene",732.690,9,16,4.726,,3.01372069231,-1.00122,-1.81566,0.42385,0.38664633,278.04,14
MOL011624,11624,"1-[2-(3,4-dihydroxyphenyl)-1-carboxy]ethoxycarbonyl-2-(3,4-dihydroxyphenyl)-7,8-dihydroxy-1,2-dihydronaphthalene-3-carboxylic acid",538.490,8,12,3.156,,2.97050987185,-1.05266,-1.84651,0.77465,0.4252173,222.28,8
MOL011626,11626,(3R)-3-phenylbutanal,148.220,0,1,2.225,4.812792,44.6457373518,1.28876,1.65233,0.027977,0.36501795,17.07,3
MOL011627,11627,1-hexoxyoctane,214.440,0,1,5.445,,15.4099063711,1.50805,1.48411,0.050518,0.16030775,9.23,12
MOL011628,11628,Kaur-16-ene,272.520,0,0,5.632,4.315198,33.2789794861,1.79857,2.10079,0.27212,0.24229839,0,0
MOL011629,11629,"Methoxyacetic acid,1-cyclopentylethyl ester",186.280,0,3,2.081,,22.1283993233,0.94861,1.06452,0.038657,0.20854427,35.53,5
MOL011630,11630,"Methoxyacetic acid,2-tetradecyl ester",286.510,0,3,5.783,,25.5734900001,1.10811,0.85886,0.13001,0.2013111,35.53,15
MOL011631,11631,"Methoxyacetic acid,2-tridecyl ester",272.480,0,3,5.327,,26.7491508545,1.10613,0.92028,0.10862,0.20596403,35.53,14
MOL011632,11632,"Methoxyacetic acid,3-tridecyl ester",272.480,0,3,5.394,,26.7491508545,1.11184,0.94548,0.10145,0.21442164,35.53,14
MOL011633,11633,"Methylamine,N-(1-ethylpentylidene)",127.260,0,1,2.263,43.335692,48.34148641,1.63292,1.88444,0.011142,0.16705155,12.36,4
MOL011634,11634,Benethamine,211.330,1,1,3.272,6.31352,73.9537158032,1.65174,1.50319,0.086183,0.38133028,12.03,5
MOL011635,11635,Tetranap,132.220,0,0,3.343,11.4404,48.5579115842,1.85437,2.03083,0.032224,0.32434621,0,0
MOL011636,11636,5-METHYLTETRALIN,146.250,0,0,3.829,,19.840837492,1.89292,2.03490,0.04043,0.3154774,0,0
MOL011637,11637,NONAHEXACONTANOIC ACID,1000.080,1,2,30.546,-9.834955,53.537735775,1.74414,1.27883,0.044565,0.13939409,37.3,67
MOL011638,11638,Octadecyl pentafluoropropionate,416.580,0,7,9.316,,28.8277004078,0.82384,0.22027,0.4379,0.31735763,26.3,19
MOL011639,11639,"Propanoic acid,3-mercapto-,2-ethylhexyl ester",218.400,0,2,3.585,,16.7741298266,1.06299,1.08197,0.036394,0.29645571,65.1,9
MOL011640,11640,"Trichloroacetic acid,3-tetradecyl ester",359.800,0,2,7.579,,10.6585959715,1.35054,1.02391,0.1339,0.38805056,26.3,13
MOL011641,11641,ethenoxycyclohexane,126.220,0,1,1.993,-3.12842,61.9355502041,1.52277,1.90705,0.016425,0.23585312,9.23,2
MOL011642,11642,"neocerotic acid,tricosyl ester",705.440,0,2,20.721,,11.2008246922,1.52114,0.55363,0.21443,0.16513069,26.3,46
MOL011643,11643,pectin,194.160,5,7,-2.305,11.1575,40.3896416513,-1.95901,-3.11995,0.055102,0.36917752,127.45,1
MOL011644,11644,STOCK1N-71497,863.490,0,4,18.113,0.551969,42.48249354,1.66104,-0.14842,0.1265,0.25868145,52.6,31
MOL011645,11645,CoQ(sub 9),795.360,0,4,16.287,-1.095974,42.9052068414,1.58467,-0.13200,0.16968,0.25068951,52.6,28
MOL011646,11646,(6S)-6-methyloctan-1-ol,144.290,1,1,3.047,2.921716,39.3758552639,1.20285,1.32940,0.015086,0.18012589,20.23,6
MOL011647,11647,"2,2,4-Trimethylpentanol",130.260,1,1,2.272,11.1557,102.331655474,1.20090,1.47284,0.015136,0.22279595,20.23,3
MOL011648,11648,METHYL 10-OCTADECENOATE,296.550,0,2,7.086,5.572245,31.8984808147,1.42119,1.17775,0.16546,0.19590004,26.3,16
MOL011649,11649,"11,13-Dimethyl-12-tetradecen-1-ol acetate",282.520,0,2,6.165,,11.9671297566,1.43997,1.38937,0.13488,0.21319653,26.3,13
MOL011650,11650,11-Dodecenyl trifluoroacetate,280.370,0,5,5.697,,19.7605942155,0.87188,0.47611,0.13344,0.37310129,26.3,12
MOL011651,11651,13-Octadecenal,266.520,0,1,6.883,,29.0114877094,1.49373,1.38735,0.11693,0.197724,17.07,15
MOL011652,11652,2-Aminoimidazole,83.110,3,2,-0.488,4.3532,90.8991872259,0.53185,0.49413,0.0070864,0.15194839,54.7,0
MOL011653,11653,"3,3-dimethyl-2,4-dihydropyrazole",98.170,1,2,0.174,11.2039,65.0309352635,1.19239,1.55011,0.012468,0.2146578,24.39,0
MOL011654,11654,"2-Butenoic acid,4-nitrophenyl ester",207.200,0,4,2.592,,24.2437613353,0.80290,0.55101,0.069278,0.090548895,72.12,4
MOL011655,11655,2-hexyloctan-1-ol,214.440,1,1,5.396,,13.3128181596,1.24209,1.07025,0.044767,0.16861644,20.23,11
MOL011656,11656,"2,4-Dimethylpent-2-ene",98.210,0,0,2.906,11.4422,55.2904341364,1.83786,2.16934,0.0063663,0.28049314,0,1
MOL011657,11657,2-Tetradecanol,214.440,1,1,5.454,,15.6909775126,1.28265,1.14752,0.051003,0.17894484,20.23,11
MOL011658,11658,"3(2H)-Furanone,2-hexyl-5-methyl-",182.290,0,2,2.780,,19.4755620529,1.17885,1.16610,0.040727,0.23123541,26.3,5
MOL011659,11659,3-Acetonylcyclopentanone,140.200,0,2,0.109,11.150776,77.8610040812,0.51380,0.52625,0.022412,0.30793619,34.14,2
MOL011660,11660,5-methylisoxazol-3-amine,98.120,2,3,0.222,11.8609,51.2401036999,0.46642,0.28017,0.010776,0.12560959,52.05,0
MOL011661,11661,"3-Pentanol,2,3-dimethyl-",116.230,1,1,1.940,11.1203,77.447963065,1.19689,1.40982,0.01384,0.26484391,20.23,2
MOL011662,11662,(2R)-2-amino-3-(4-aminophenyl)propionic acid,180.230,5,4,0.209,1.063261,65.0474086685,-0.61661,-1.35799,0.045288,0.3635923,89.34,3
MOL011663,11663,4-heptadecyl-3-henicosenol,549.140,1,1,16.027,,16.7926795291,1.58212,0.85392,0.52255,0.16524239,20.23,34
MOL011664,11664,"7,11-Hexadecadienal",236.440,0,1,5.526,6.88336,40.2327760686,1.50546,1.41855,0.08156,0.24224786,17.07,12
MOL011665,11665,"9-Undecenoic acid,2,6,10-trimethyl-",226.400,1,2,4.803,1.795147,43.4320171362,1.08851,1.03394,0.060716,0.28925976,37.3,8
MOL011666,11666,Acetone (4-hydroxy-6-methyl-2-pyrimidinyl)hydrazone,180.240,2,5,-0.037,-0.973425,59.7049034,0.55378,0.49186,0.043973,0.3184149,70.14,2
MOL011667,11667,Octadecyl bromoacetate,391.490,0,2,8.627,,19.2154252443,1.44880,1.35909,0.22037,0.25230229,26.3,18
MOL011668,11668,Citronellyl isobutyrate,226.400,0,2,4.558,,17.81229996,1.37187,1.36827,0.059684,0.27216515,26.3,8
MOL011669,11669,1-Vinylcyclohexanol,126.220,1,1,1.973,11.2738,83.8880308341,1.14194,1.36763,0.020809,0.26603276,20.23,1
MOL011670,11670,"2,2,3,3-Tetramethylcyclopropanemethanol",128.240,1,1,1.378,11.6941,48.8281196375,1.12739,1.37726,0.038809,0.24972728,20.23,1
MOL011671,11671,Decyl dichloroacetate,269.240,0,2,5.277,,17.5565832428,1.31759,1.25260,0.061938,0.38446853,26.3,10
MOL011672,11672,"heptadecyl 2,2-dichloroacetate",367.450,0,2,8.470,,22.371752188,1.40619,1.11182,0.21639,0.31307012,26.3,17
MOL011673,11673,Vinyl sulfide,86.170,0,0,0.964,12.3562,30.4817572406,1.61008,1.93294,0.0019718,0.55942136,25.3,2
MOL011674,11674,E-14-Hexadecenal,238.460,0,1,5.970,6.768036,30.2510184174,1.50993,1.40486,0.081294,0.20422648,17.07,13
MOL011675,11675,"1,3,5-tri-o-caffeoylquinic acid",678.640,8,15,3.193,,3.00944908386,-1.32716,-2.33046,0.43602,0.40549317,257.81,13
MOL011676,11676,carboxyatractyloside,770.910,6,18,0.513,3.332081,39.9686978956,-2.60982,-3.34952,0.47025,0.25649291,303.78,13
MOL011677,11677,"1,4-di-o-caffeoylquinic acid",516.490,7,12,1.561,,1.808701922,-1.2586,-2.59516,0.66497,0.39984807,211.28,9
MOL011678,11678,"(3S,8S,9S,10R,13R,14S,17R)-17-[(1S,4R)-4-ethyl-1,5-dimethylhexyl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",414.790,1,1,8.084,4.929803,36.9139058327,1.43371,1.15244,0.75147,0.2105926,20.23,6
MOL011679,11679,1-NONADECANOL,284.590,1,1,7.814,,12.3552062604,1.36222,1.07828,0.13548,0.15922767,20.23,17
MOL011680,11680,"N-[(E)-2-[(2R,3S)-3-acetamido-2-(3,4-dihydroxyphenyl)-2,3-dihydro-1,4-benzodioxin-7-yl]vinyl]acetamide",384.420,4,8,1.148,,21.3746986221,0.07713,-0.79195,0.51146,0.33089486,117.12,4
MOL011681,11681,"N-[(2S,3R)-7-(2-acetamidoethyl)-3-(3,4-dihydroxyphenyl)-2,3-dihydro-1,4-benzodioxin-2-yl]acetamide",386.440,4,8,1.534,,23.107342417,0.09051,-0.59524,0.51333,0.28403896,117.12,5
MOL011682,11682,"N-[(2R,3S)-7-(2-acetamidoethyl)-2-(3,4-dihydroxyphenyl)-2,3-dihydro-1,4-benzodioxin-3-yl]acetamide",386.440,4,8,1.534,,20.6609363605,0.07903,-0.66771,0.5085,0.29934984,117.12,5
MOL011683,11683,N-Acetyldopamine,195.240,3,4,0.744,,8.63139516382,0.57024,0.01413,0.056997,0.30299383,69.56,3
MOL011684,11684,"(3Z)-3-(2-amino-4,6-dioxo-5,8-dihydro-1H-pteridin-7-ylidene)-2-oxopropanoic acid",265.210,6,10,-2.352,,10.6551605998,-1.39947,-1.96602,0.17035,0.40401325,174.79,2
MOL011685,11685,Ranachrome 4,179.160,4,7,-1.483,,29.397472989,-0.44554,-1.07587,0.066962,0.34455135,117.52,0
MOL011686,11686,6"-O-Acetyldaidzin,458.450,4,10,0.807,,19.7310410445,-0.81128,-1.78818,0.83188,0.31165981,155.89,6
MOL011687,11687,6'-O-Acetylgenistin,474.450,5,11,0.539,,22.1014109576,-0.93454,-1.92182,0.83598,0.29790264,176.12,6
MOL011688,11688,"[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[3-(4-hydroxyphenyl)-6-methoxy-4-oxochromen-7-yl]oxyoxan-2-yl]methyl acetate",488.480,4,11,0.790,,27.05951448,-0.70576,-1.61602,0.84622,0.27186134,165.12,7
MOL011689,11689,6'-O-malonyldaidzin,502.460,5,12,0.592,,27.1256403945,-1.36059,-2.08660,0.84265,0.36226863,193.19,8
MOL011690,11690,6'-O-malonylgenistin,518.460,6,13,0.324,,4.37181725655,-1.47033,-2.18028,0.82144,0.34736934,213.42,8
MOL011691,11691,6'-O-malonylglycitin,532.490,5,13,0.575,17.252854,30.4039493242,-1.27789,-2.16512,0.81448,0.31512311,202.42,9
MOL011693,11693,"10-hydroxy-8,9-dioxyisopropylidene-thymol",238.310,2,4,0.985,3.618744,43.0338300097,0.66640,0.47068,0.099173,0.28783992,58.92,2
MOL011694,11694,Plenolin,264.350,1,4,1.286,3.716515,68.2621558479,0.23500,-0.02006,0.18906,0.37997124,63.6,0
MOL011695,11695,11alpha-Methoxysaikosaponin f,931.250,11,18,-0.325,,1.643940141,-3.08178,-3.77657,0.084002,0.20780092,287.14,10
MOL011696,11696,11alpha-Methoxysaikosaponin f_qt,460.770,3,4,4.027,,20.6799745522,0.07676,-0.76739,0.75176,0.18807372,69.92,2
MOL011697,11697,"1α,3β,19α,23-tetrahydroxyurs-12-ene-28-oicacid-28-O-β-D-xylopyranoside",636.910,7,10,1.867,,3.48639026316,-1.73675,-2.70267,0.39432,0.25247461,177.14,4
MOL011698,11698,"1α,3β,19α,23-tetrahydroxyurs-12-ene-28-oicacid-28-O-β-D-xylopyranoside_qt",504.780,5,6,3.261,,17.364408735,-0.47835,-1.24298,0.69116,0.25324178,118.22,2
MOL011699,11699,"1β,2β,3β,19α-tetrahydroxyurs-12-ene-28-oate-3-O-β-D-xylopyranoside",650.940,6,10,2.535,,3.551566902,-0.9786,-1.58704,0.34033,0.246593,166.14,4
MOL011700,11700,"1β,2β,3β,19α-tetrahydroxyurs-12-ene-28-oate",518.810,4,6,3.771,,16.6054251748,-0.10066,-0.56968,0.66384,0.23696108,107.22,2
MOL011701,11701,"2α,3β,23,19α-tetrahydroxyurs-12-ene-28-oicacid-28-O-β-D-xylopyranoside",634.940,6,9,3.086,,4.87208660944,-0.99484,-1.68460,0.39326,0.24996907,156.91,4
MOL011702,11702,"2α,3β,23,19α-tetrahydroxyurs-12-ene-28-oicacid-28-O-β-D-xylopyranoside_qt",502.810,4,5,4.480,,10.2567554303,0.00571,-0.61654,0.68494,0.26308694,97.99,2
MOL011703,11703,"2β-hydroxyl-2,3-dihydrogen-6-O-angeloplenolin",364.480,1,6,2.200,3.143419,39.3604450164,-0.24124,-0.65908,0.39809,0.34794942,89.9,3
MOL011704,11704,"1-[(Z)-2-(3,5-dimethoxyphenyl)vinyl]-3,5-dimethoxybenzene",300.380,0,4,3.751,6.511588,41.686938347,1.13584,0.55676,0.2075,0.22757535,36.92,6
MOL011705,11705,"3α,16α,21β,22α,28-pentahydroxyolean-12-ene-28-O-β-D-xylopyranoside",622.930,7,9,1.941,,5.33570733019,-1.12780,-1.84209,0.41578,0.22754075,160.07,3
MOL011706,11706,"3α,16α,21β,22α,28-pentahydroxyolean-12-ene-28-O-β-D-xylopyranoside_qt",490.800,5,5,3.177,,16.4565957124,-0.27559,-0.89415,0.70635,0.21174334,101.15,1
MOL011707,11707,"3α,21β,22α,28-tetrahydroxyolean-12-ene-28-O-β-D-xylopyranoside",606.930,6,8,3.043,,6.48670279402,-0.99515,-1.73035,0.43693,0.22719307,139.84,3
MOL011708,11708,"3α,21β,22α,28-tetrahydroxyolean-12-ene",490.800,5,5,3.177,,15.97496811,-0.18583,-0.64234,0.70631,0.21629794,101.15,1
MOL011709,11709,"3α,21α,22α,28-tetrahydroxyolean-12-ene-28-O-β-D-xylopyranoside",606.930,6,8,3.043,,6.48670279402,-1.01531,-1.66194,0.43676,0.22488756,139.84,3
MOL011710,11710,"3α,21α,22α,28-tetrahydroxyolean-12-ene-28-O-β-D-xylopyranoside_qt",474.800,4,4,4.279,,14.0847778003,0.00220,-0.53930,0.72923,0.22603992,80.92,1
MOL011711,11711,"3β,16α,21β,22α,28-penahydroxyolean-12-ene-28-O-β-D-xylopyranoside",636.910,7,10,1.993,,17.7431204179,-1.36928,-1.75341,0.40201,0.24707261,177.14,3
MOL011712,11712,"3β,16α,21β,22α,28-penahydroxyolean-12-ene-28-O-β-D-xylopyranoside_qt",504.780,5,6,3.386,,12.7174488629,-0.40524,-0.88677,0.68679,0.24722411,118.22,1
MOL011713,11713,"8,10-dihydroxy-9(2)-methylbutyryloxythymol",266.370,3,4,1.924,1.948696,30.0787649552,0.27923,0.05150,0.11213,0.28487647,77.76,7
MOL011714,11714,"8,10-dihydroxy-9-isobutyryloxythymol",268.340,3,5,1.759,2.678467,45.4485466557,0.02003,-0.26270,0.11427,0.30713224,86.99,6
MOL011715,11715,"2-(2-hydroxy-4-methylphenyl)propane-1,2,3-triol",198.240,4,4,0.250,-0.052944,56.6917678446,-0.14066,-0.52113,0.057964,0.28851059,80.92,3
MOL011716,11716,[2-hydroxy-2-(2-hydroxy-4-methylphenyl)-3-(2-methylpropanoyloxy)propyl] 2-methylpropanoate,338.440,2,6,3.267,3.473817,43.189681363,0.23749,-0.21312,0.1989,0.32812423,93.06,9
MOL011717,11717,9-hydroxythymol,166.240,2,2,2.085,1.777879,55.5328548001,0.83349,0.67910,0.037095,0.30672768,40.46,2
MOL011718,11718,Arnicolide D,332.430,0,5,2.809,3.828018,85.8479640512,0.21089,-0.10888,0.32656,0.40253568,69.67,3
MOL011719,11719,"Bicyclo[2.2.2]octa-2,5-diene, 1,2,3,6-tetramethyl-",162.300,0,0,3.525,12.0393,45.9282608028,1.87141,2.14866,0.057645,0.25979653,0,0
MOL011720,11720,Brevilin A,346.460,0,5,3.211,,16.81744438,0.19006,-0.08161,0.36006,0.39474922,69.67,3
MOL011721,11721,Parthenin,262.330,1,4,1.653,,23.18355329,0.16725,0.01119,0.19305,0.38686487,63.6,0
MOL011722,11722,arnicolide C,334.450,0,5,2.794,3.71213,76.9148150373,0.48386,0.36247,0.32376,0.34704658,69.67,3
MOL011723,11723,florilenalin angelic acid,346.460,1,5,2.827,2.648062,105.113863732,0.15625,-0.04167,0.38541,0.35109729,72.83,3
MOL011724,11724,florilenalin isobutyrate,348.480,1,5,2.827,0.921156,55.5328548,0.24305,0.12732,0.3791,0.32661963,72.83,3
MOL011725,11725,florilenalin isopentoic,362.510,1,5,2.861,,16.3553559373,0.30673,-0.02024,0.4243,0.30528811,72.83,4
MOL011726,11726,senecioylplenolin,344.440,0,5,3.226,3.018248,90.2194136036,0.35384,0.18333,0.36625,0.37438384,69.67,3
MOL011727,11727,"[(3S,4aR,6aR,6aR,6bR,8aR,12S,12aR,14aR,14bR)-4,4,6a,6b,8a,12,14b-heptamethyl-11-methylene-1,2,3,4a,5,6,6a,7,8,9,10,12,12a,13,14,14a-hexadecahydropicen-3-yl] hexadecanoate",665.260,0,2,14.380,1.161587,33.8430893081,1.48306,0.72308,0.30469,0.20125128,26.3,16
MOL011728,11728,"(1R,3aR,5R,5aS,8aR,9S,9aS)-9-hydroxy-1,5,8a-trimethyl-3a,4,5,5a,6,7,9,9a-octahydro-1H-azuleno[7,6-d]furan-2,8-dione",266.370,1,4,1.309,3.664459,70.357435303,0.20333,0.04131,0.18751,0.318766,63.6,0
MOL011729,11729,11-hydroxy-sec-o-beta-d-glucosylhamaudol,472.490,7,12,-0.310,,16.6180476532,-1.70198,-2.63988,0.77214,0.23373522,199.51,9
MOL011730,11730,11-hydroxy-sec-o-beta-d-glucosylhamaudol_qt,292.310,3,6,0.876,12.706727,50.243513297,-0.26879,-1.23205,0.26931,0.22954802,100.13,1
MOL011731,11731,3'-O-Acetylhamaudol,318.350,1,6,2.144,,26.209576284,0.49959,-0.01453,0.33618,0.26787987,85.97,2
MOL011732,11732,anomalin,426.500,0,7,5.049,1.587132,59.6540590808,0.55654,-0.01724,0.65656,0.34733993,92.04,6
MOL011734,11734,Cimifugin,306.340,2,6,1.127,,13.4905606886,-0.09142,-1.09291,0.28502,0.18007399,89.13,3
MOL011735,11735,deltoin,328.390,0,5,3.955,,14.247543775,0.82710,0.20445,0.3594,0.31331024,65.74,4
MOL011736,11736,3'-O-angeloylhamaudol,358.420,1,6,3.690,,12.0065988292,0.46985,-0.06552,0.45459,0.29855272,85.97,3
MOL011737,11737,divaricatacid,320.320,2,7,1.336,14.832324,86.9961433065,-0.17525,-1.05070,0.32487,0.24549697,106.2,3
MOL011738,11738,"divaricataester,a",264.300,0,5,1.288,11.320678,64.016216087,0.17620,-0.03157,0.13093,0.2989859,73.58,6
MOL011739,11739,"divaricataester,b",346.410,1,6,2.562,,26.0981666505,0.54754,-0.10517,0.39215,0.27203935,78.13,5
MOL011740,11740,divaricatol,334.350,2,7,1.255,13.409863,31.65264449,-0.12842,-1.08815,0.38004,0.24488795,106.2,3
MOL011741,11741,fangfengalpyrimidine,296.360,3,7,-1.272,,15.3691553349,-1.10943,-1.50753,0.24285,0.27107823,110.43,4
MOL011742,11742,fraxidin,220.240,1,4,1.457,0.591562,42.2221165267,0.89491,0.48009,0.10114,0.26351768,55.76,2
MOL011743,11743,hamaudol,276.310,2,5,1.764,,21.4575434197,0.37121,-0.29292,0.23537,0.25302336,79.9,0
MOL011745,11745,isofraxidin,220.240,1,4,1.457,2.124517,39.745686257,0.84552,0.49894,0.10092,0.23875147,55.76,2
MOL011746,11746,isopimpinellin,246.230,0,5,2.171,-2.971512,43.1350196286,0.86822,0.54297,0.17253,0.17235601,61.81,2
MOL011747,11747,ledebouriellol,374.420,2,7,2.802,14.566066,32.0501450976,0.07313,-0.81008,0.506,0.2679283,106.2,4
MOL011748,11748,nodakenetin,230.280,0,3,3.179,1.750041,68.6214672794,1.07647,0.90690,0.1487,0.2795611,39.44,1
MOL011749,11749,phelloptorin,300.330,0,5,3.636,-1.735726,43.3860387694,0.89579,0.43252,0.27878,0.24295546,61.81,4
MOL011750,11750,prim-o-beta-d-glucosylcimifugin,486.520,6,12,-0.059,,27.0034964,-1.52161,-2.44938,0.79191,0.21008167,188.51,11
MOL011752,11752,sec-o-beta-d-glucosylhamaudol,456.490,6,11,0.578,,15.0823842152,-1.29331,-1.95881,0.74639,0.26185021,179.28,8
MOL011753,11753,5-O-Methylvisamminol,290.340,1,5,2.016,14.674022,37.9900618,0.53997,-0.10466,0.2494,0.22580549,68.9,2
MOL011754,11754,"4-hydroxy-9-methoxyfuro[3,2-g]chromen-7-one",232.200,1,5,1.920,-0.363226,31.7848378336,0.74593,0.50179,0.15437,0.22211494,72.81,1
MOL011755,11755,5-methoxy-8-hydroxypsoralen,232.200,1,5,1.920,-2.451036,48.3960592778,0.59202,0.27266,0.15456,0.24232213,72.81,1
MOL011756,11756,7-octen-4-ol,128.240,1,1,2.394,4.6254,33.992256875,1.10628,1.24016,0.011407,0.26188967,20.23,5
MOL011758,11758,"(R,7E,11Z,13Z)-10-hydroxyhexadeca-7,11,13-trienoic acid",266.420,2,3,3.932,4.515956,49.6135153586,0.46065,-0.16003,0.12031,0.28414106,57.53,11
MOL011759,11759,"1,3-phytadiene",278.580,0,0,8.037,,3.20239574461,1.90479,1.91677,0.11193,0.25033903,0,12
MOL011760,11760,epoxylutein,598.990,2,3,8.408,,17.3049361015,0.73465,-1.61183,0.50629,0.33879796,52.99,10
MOL011762,11762,luteolin-7-monoglucoside,448.410,7,11,0.162,,24.0857403364,-1.27139,-2.52134,0.77999,0.31414843,190.28,4
MOL011763,11763,luteolin-7-o-beta-d-galactopyranoside,448.410,7,11,0.162,,2.68222990324,-1.33273,-2.43470,0.78001,0.27167872,190.28,4
MOL011764,11764,Lycopersene,547.060,0,0,14.984,0.544732,33.7225183763,2.19511,1.52737,0.48155,0.26860657,0,21
MOL011767,11767,4(R)-4-hydroxyisophytol,312.600,2,2,6.172,2.479307,34.8385442939,0.88507,0.56402,0.15452,0.23132633,40.46,13
MOL011768,11768,"7Z,10Z,13Z-hexadecatrienoic acid",250.420,1,2,5.455,,22.6532229877,1.17430,0.88443,0.10217,0.28446087,37.3,11
MOL011769,11769,"(3E,6S,7S)-3-butylidene-6,7-dihydroxy-4,5,6,7-tetrahydroisobenzofuran-1-one",224.280,2,4,1.317,,22.0008773529,-0.10172,-0.40251,0.096,0.30220729,70.67,2
MOL011770,11770,senkyunolide J,226.300,2,4,1.567,4.168168,42.3428416121,0.05927,-0.12526,0.09511,0.27447212,66.76,3
MOL011771,11771,senkyunolide L,242.720,1,3,2.521,,10.6802151125,0.62521,0.15444,0.093125,0.38384613,50.44,2
MOL011772,11772,senkyunolide M,278.380,1,4,2.687,,3.363132671,0.21183,0.00661,0.16108,0.28848764,67.51,5
MOL011773,11773,"(3S,3aR)-5-isopropylidene-3,8-dimethyl-2,3,3a,4,6,7-hexahydro-1H-azulene",204.390,0,0,5.134,,24.6609612054,1.87315,2.06828,0.071939,0.24100791,0,0
MOL011774,11774,γ-patchoulene,204.390,0,0,4.177,12.233392,54.634880814,1.80489,2.15271,0.10904,0.24739937,0,0
MOL011775,11775,"undeca-1,4-diene",152.310,0,0,4.555,,18.29784734,1.85783,2.02389,0.019157,0.27517956,0,7
MOL011776,11776,p-Ethoxytoluene,136.210,0,1,2.649,,28.1702045173,1.72564,1.86508,0.022144,0.33389792,9.23,2
MOL011777,11777,"4-methoxy-6-[(E)-prop-1-enyl]-1,3-benzodioxole",192.230,0,3,2.536,5.298834,46.1732027582,1.38056,1.17892,0.067388,0.29421541,27.69,2
MOL011778,11778,ligusinenoside A,474.510,7,12,-1.731,,4.2172757632,-1.95360,-2.71146,0.67604,0.24340278,187.76,9
MOL011779,11779,ligusinenoside B,700.760,10,17,-1.712,,5.10526159076,-2.89229,-4.56399,0.43709,0.25058088,266.91,15
MOL011780,11780,ligusinenoside B_qt,376.440,4,7,1.939,,12.9978044863,-0.32344,-1.55012,0.35627,0.29311895,108.61,9
MOL011781,11781,ligusinenoside C,670.730,9,16,-1.044,,16.40363133,-2.39644,-3.40111,0.48298,0.25705671,246.68,15
MOL011782,11782,Ligustilide,190.260,0,2,2.941,,23.50282138,1.27756,1.20165,0.06661,0.32150128,30.21,2
MOL011783,11783,Vananote,150.190,0,2,1.554,,28.5673529148,1.17137,1.13232,0.030251,0.347175,26.3,2
MOL011784,11784,senkyunolide B,204.240,1,3,2.735,5.101514,43.1767550686,1.00784,0.79059,0.081658,0.35384253,50.44,2
MOL011785,11785,senkyunolide D,222.260,1,4,1.795,5.361544,35.385879967,0.12193,-0.09443,0.096218,0.35483304,63.6,3
MOL011786,11786,senkyunolide E,204.240,1,3,1.901,7.40714,36.7510710154,0.59049,0.26865,0.080274,0.39571863,50.44,2
MOL011787,11787,Glycitin,446.440,5,10,0.411,,22.477085625,-1.00232,-1.89093,0.77559,0.29256484,159.05,5
MOL011788,11788,Hexyl palmitate,340.660,0,2,8.860,,16.6728560278,1.40839,1.11831,0.2417,0.16473204,26.3,20
MOL011789,11789,kaikasaponin I,781.100,8,13,2.917,,6.09054280766,-1.69433,-2.50909,0.13085,0.23666193,215.83,6
